c0-DAPI-p65ab,c1-SBS-1,c2-SBS-2,c3-SBS-3,c5-SBS-5,c6-SBS-6,c7-SBS-7,c8-SBS-8,c9-SBS-9,c10-SBS-10,Aligned Image Name,Segmentation Nuclei Name,Segmentation Cells Name,Reads File Name
experimentB/10X_c0-DAPI-p65ab/10X_c0-DAPI-p65ab_A2_Tile-536.phenotype.tif,experimentB/10X_c1-SBS-1/10X_c1-SBS-1_A2_Tile-536.sbs.tif,experimentB/10X_c2-SBS-2/10X_c2-SBS-2_A2_Tile-536.sbs.tif,experimentB/10X_c3-SBS-3/10X_c3-SBS-3_A2_Tile-536.sbs.tif,experimentB/10X_c5-SBS-5/10X_c5-SBS-5_A2_Tile-536.sbs.tif,experimentB/10X_c6-SBS-6/10X_c6-SBS-6_A2_Tile-536.sbs.tif,experimentB/10X_c7-SBS-7/10X_c7-SBS-7_A2_Tile-536.sbs.tif,experimentB/10X_c8-SBS-8/10X_c8-SBS-8_A2_Tile-536.sbs.tif,experimentB/10X_c9-SBS-9/10X_c9-SBS-9_A2_Tile-536.sbs.tif,experimentB/10X_c10-SBS-10/10X_c10-SBS-10_A2_Tile-536.sbs.tif,experimentB/process/10X_A2_Tile-536.aligned.tif,experimentB/analysed/10X_A2_Tile-536.nuclei.tif,experimentB/analysed/10X_A2_Tile-536.cells.tif,experimentB/analysed/10X_A2_Tile-536.reads.csv
experimentB/10X_c0-DAPI-p65ab/10X_c0-DAPI-p65ab_A2_Tile-537.phenotype.tif,experimentB/10X_c1-SBS-1/10X_c1-SBS-1_A2_Tile-537.sbs.tif,experimentB/10X_c2-SBS-2/10X_c2-SBS-2_A2_Tile-537.sbs.tif,experimentB/10X_c3-SBS-3/10X_c3-SBS-3_A2_Tile-537.sbs.tif,experimentB/10X_c5-SBS-5/10X_c5-SBS-5_A2_Tile-537.sbs.tif,experimentB/10X_c6-SBS-6/10X_c6-SBS-6_A2_Tile-537.sbs.tif,experimentB/10X_c7-SBS-7/10X_c7-SBS-7_A2_Tile-537.sbs.tif,experimentB/10X_c8-SBS-8/10X_c8-SBS-8_A2_Tile-537.sbs.tif,experimentB/10X_c9-SBS-9/10X_c9-SBS-9_A2_Tile-537.sbs.tif,experimentB/10X_c10-SBS-10/10X_c10-SBS-10_A2_Tile-537.sbs.tif,experimentB/process/10X_A2_Tile-537.aligned.tif,experimentB/analysed/10X_A2_Tile-537.nuclei.tif,experimentB/analysed/10X_A2_Tile-537.cells.tif,experimentB/analysed/10X_A2_Tile-537.reads.csv
experimentB/10X_c0-DAPI-p65ab/10X_c0-DAPI-p65ab_A2_Tile-538.phenotype.tif,experimentB/10X_c1-SBS-1/10X_c1-SBS-1_A2_Tile-538.sbs.tif,experimentB/10X_c2-SBS-2/10X_c2-SBS-2_A2_Tile-538.sbs.tif,experimentB/10X_c3-SBS-3/10X_c3-SBS-3_A2_Tile-538.sbs.tif,experimentB/10X_c5-SBS-5/10X_c5-SBS-5_A2_Tile-538.sbs.tif,experimentB/10X_c6-SBS-6/10X_c6-SBS-6_A2_Tile-538.sbs.tif,experimentB/10X_c7-SBS-7/10X_c7-SBS-7_A2_Tile-538.sbs.tif,experimentB/10X_c8-SBS-8/10X_c8-SBS-8_A2_Tile-538.sbs.tif,experimentB/10X_c9-SBS-9/10X_c9-SBS-9_A2_Tile-538.sbs.tif,experimentB/10X_c10-SBS-10/10X_c10-SBS-10_A2_Tile-538.sbs.tif,experimentB/process/10X_A2_Tile-538.aligned.tif,experimentB/analysed/10X_A2_Tile-538.nuclei.tif,experimentB/analysed/10X_A2_Tile-538.cells.tif,experimentB/analysed/10X_A2_Tile-538.reads.csv
experimentB/10X_c0-DAPI-p65ab/10X_c0-DAPI-p65ab_A2_Tile-539.phenotype.tif,experimentB/10X_c1-SBS-1/10X_c1-SBS-1_A2_Tile-539.sbs.tif,experimentB/10X_c2-SBS-2/10X_c2-SBS-2_A2_Tile-539.sbs.tif,experimentB/10X_c3-SBS-3/10X_c3-SBS-3_A2_Tile-539.sbs.tif,experimentB/10X_c5-SBS-5/10X_c5-SBS-5_A2_Tile-539.sbs.tif,experimentB/10X_c6-SBS-6/10X_c6-SBS-6_A2_Tile-539.sbs.tif,experimentB/10X_c7-SBS-7/10X_c7-SBS-7_A2_Tile-539.sbs.tif,experimentB/10X_c8-SBS-8/10X_c8-SBS-8_A2_Tile-539.sbs.tif,experimentB/10X_c9-SBS-9/10X_c9-SBS-9_A2_Tile-539.sbs.tif,experimentB/10X_c10-SBS-10/10X_c10-SBS-10_A2_Tile-539.sbs.tif,experimentB/process/10X_A2_Tile-539.aligned.tif,experimentB/analysed/10X_A2_Tile-539.nuclei.tif,experimentB/analysed/10X_A2_Tile-539.cells.tif,experimentB/analysed/10X_A2_Tile-539.reads.csv
experimentB/10X_c0-DAPI-p65ab/10X_c0-DAPI-p65ab_A2_Tile-54.phenotype.tif,experimentB/10X_c1-SBS-1/10X_c1-SBS-1_A2_Tile-54.sbs.tif,experimentB/10X_c2-SBS-2/10X_c2-SBS-2_A2_Tile-54.sbs.tif,experimentB/10X_c3-SBS-3/10X_c3-SBS-3_A2_Tile-54.sbs.tif,experimentB/10X_c5-SBS-5/10X_c5-SBS-5_A2_Tile-54.sbs.tif,experimentB/10X_c6-SBS-6/10X_c6-SBS-6_A2_Tile-54.sbs.tif,experimentB/10X_c7-SBS-7/10X_c7-SBS-7_A2_Tile-54.sbs.tif,experimentB/10X_c8-SBS-8/10X_c8-SBS-8_A2_Tile-54.sbs.tif,experimentB/10X_c9-SBS-9/10X_c9-SBS-9_A2_Tile-54.sbs.tif,experimentB/10X_c10-SBS-10/10X_c10-SBS-10_A2_Tile-54.sbs.tif,experimentB/process/10X_A2_Tile-54.aligned.tif,experimentB/analysed/10X_A2_Tile-54.nuclei.tif,experimentB/analysed/10X_A2_Tile-54.cells.tif,experimentB/analysed/10X_A2_Tile-54.reads.csv
experimentB/10X_c0-DAPI-p65ab/10X_c0-DAPI-p65ab_A2_Tile-540.phenotype.tif,experimentB/10X_c1-SBS-1/10X_c1-SBS-1_A2_Tile-540.sbs.tif,experimentB/10X_c2-SBS-2/10X_c2-SBS-2_A2_Tile-540.sbs.tif,experimentB/10X_c3-SBS-3/10X_c3-SBS-3_A2_Tile-540.sbs.tif,experimentB/10X_c5-SBS-5/10X_c5-SBS-5_A2_Tile-540.sbs.tif,experimentB/10X_c6-SBS-6/10X_c6-SBS-6_A2_Tile-540.sbs.tif,experimentB/10X_c7-SBS-7/10X_c7-SBS-7_A2_Tile-540.sbs.tif,experimentB/10X_c8-SBS-8/10X_c8-SBS-8_A2_Tile-540.sbs.tif,experimentB/10X_c9-SBS-9/10X_c9-SBS-9_A2_Tile-540.sbs.tif,experimentB/10X_c10-SBS-10/10X_c10-SBS-10_A2_Tile-540.sbs.tif,experimentB/process/10X_A2_Tile-540.aligned.tif,experimentB/analysed/10X_A2_Tile-540.nuclei.tif,experimentB/analysed/10X_A2_Tile-540.cells.tif,experimentB/analysed/10X_A2_Tile-540.reads.csv
experimentB/10X_c0-DAPI-p65ab/10X_c0-DAPI-p65ab_A2_Tile-541.phenotype.tif,experimentB/10X_c1-SBS-1/10X_c1-SBS-1_A2_Tile-541.sbs.tif,experimentB/10X_c2-SBS-2/10X_c2-SBS-2_A2_Tile-541.sbs.tif,experimentB/10X_c3-SBS-3/10X_c3-SBS-3_A2_Tile-541.sbs.tif,experimentB/10X_c5-SBS-5/10X_c5-SBS-5_A2_Tile-541.sbs.tif,experimentB/10X_c6-SBS-6/10X_c6-SBS-6_A2_Tile-541.sbs.tif,experimentB/10X_c7-SBS-7/10X_c7-SBS-7_A2_Tile-541.sbs.tif,experimentB/10X_c8-SBS-8/10X_c8-SBS-8_A2_Tile-541.sbs.tif,experimentB/10X_c9-SBS-9/10X_c9-SBS-9_A2_Tile-541.sbs.tif,experimentB/10X_c10-SBS-10/10X_c10-SBS-10_A2_Tile-541.sbs.tif,experimentB/process/10X_A2_Tile-541.aligned.tif,experimentB/analysed/10X_A2_Tile-541.nuclei.tif,experimentB/analysed/10X_A2_Tile-541.cells.tif,experimentB/analysed/10X_A2_Tile-541.reads.csv
experimentB/10X_c0-DAPI-p65ab/10X_c0-DAPI-p65ab_A2_Tile-542.phenotype.tif,experimentB/10X_c1-SBS-1/10X_c1-SBS-1_A2_Tile-542.sbs.tif,experimentB/10X_c2-SBS-2/10X_c2-SBS-2_A2_Tile-542.sbs.tif,experimentB/10X_c3-SBS-3/10X_c3-SBS-3_A2_Tile-542.sbs.tif,experimentB/10X_c5-SBS-5/10X_c5-SBS-5_A2_Tile-542.sbs.tif,experimentB/10X_c6-SBS-6/10X_c6-SBS-6_A2_Tile-542.sbs.tif,experimentB/10X_c7-SBS-7/10X_c7-SBS-7_A2_Tile-542.sbs.tif,experimentB/10X_c8-SBS-8/10X_c8-SBS-8_A2_Tile-542.sbs.tif,experimentB/10X_c9-SBS-9/10X_c9-SBS-9_A2_Tile-542.sbs.tif,experimentB/10X_c10-SBS-10/10X_c10-SBS-10_A2_Tile-542.sbs.tif,experimentB/process/10X_A2_Tile-542.aligned.tif,experimentB/analysed/10X_A2_Tile-542.nuclei.tif,experimentB/analysed/10X_A2_Tile-542.cells.tif,experimentB/analysed/10X_A2_Tile-542.reads.csv
experimentB/10X_c0-DAPI-p65ab/10X_c0-DAPI-p65ab_A2_Tile-543.phenotype.tif,experimentB/10X_c1-SBS-1/10X_c1-SBS-1_A2_Tile-543.sbs.tif,experimentB/10X_c2-SBS-2/10X_c2-SBS-2_A2_Tile-543.sbs.tif,experimentB/10X_c3-SBS-3/10X_c3-SBS-3_A2_Tile-543.sbs.tif,experimentB/10X_c5-SBS-5/10X_c5-SBS-5_A2_Tile-543.sbs.tif,experimentB/10X_c6-SBS-6/10X_c6-SBS-6_A2_Tile-543.sbs.tif,experimentB/10X_c7-SBS-7/10X_c7-SBS-7_A2_Tile-543.sbs.tif,experimentB/10X_c8-SBS-8/10X_c8-SBS-8_A2_Tile-543.sbs.tif,experimentB/10X_c9-SBS-9/10X_c9-SBS-9_A2_Tile-543.sbs.tif,experimentB/10X_c10-SBS-10/10X_c10-SBS-10_A2_Tile-543.sbs.tif,experimentB/process/10X_A2_Tile-543.aligned.tif,experimentB/analysed/10X_A2_Tile-543.nuclei.tif,experimentB/analysed/10X_A2_Tile-543.cells.tif,experimentB/analysed/10X_A2_Tile-543.reads.csv
experimentB/10X_c0-DAPI-p65ab/10X_c0-DAPI-p65ab_A2_Tile-544.phenotype.tif,experimentB/10X_c1-SBS-1/10X_c1-SBS-1_A2_Tile-544.sbs.tif,experimentB/10X_c2-SBS-2/10X_c2-SBS-2_A2_Tile-544.sbs.tif,experimentB/10X_c3-SBS-3/10X_c3-SBS-3_A2_Tile-544.sbs.tif,experimentB/10X_c5-SBS-5/10X_c5-SBS-5_A2_Tile-544.sbs.tif,experimentB/10X_c6-SBS-6/10X_c6-SBS-6_A2_Tile-544.sbs.tif,experimentB/10X_c7-SBS-7/10X_c7-SBS-7_A2_Tile-544.sbs.tif,experimentB/10X_c8-SBS-8/10X_c8-SBS-8_A2_Tile-544.sbs.tif,experimentB/10X_c9-SBS-9/10X_c9-SBS-9_A2_Tile-544.sbs.tif,experimentB/10X_c10-SBS-10/10X_c10-SBS-10_A2_Tile-544.sbs.tif,experimentB/process/10X_A2_Tile-544.aligned.tif,experimentB/analysed/10X_A2_Tile-544.nuclei.tif,experimentB/analysed/10X_A2_Tile-544.cells.tif,experimentB/analysed/10X_A2_Tile-544.reads.csv
experimentB/10X_c0-DAPI-p65ab/10X_c0-DAPI-p65ab_A2_Tile-545.phenotype.tif,experimentB/10X_c1-SBS-1/10X_c1-SBS-1_A2_Tile-545.sbs.tif,experimentB/10X_c2-SBS-2/10X_c2-SBS-2_A2_Tile-545.sbs.tif,experimentB/10X_c3-SBS-3/10X_c3-SBS-3_A2_Tile-545.sbs.tif,experimentB/10X_c5-SBS-5/10X_c5-SBS-5_A2_Tile-545.sbs.tif,experimentB/10X_c6-SBS-6/10X_c6-SBS-6_A2_Tile-545.sbs.tif,experimentB/10X_c7-SBS-7/10X_c7-SBS-7_A2_Tile-545.sbs.tif,experimentB/10X_c8-SBS-8/10X_c8-SBS-8_A2_Tile-545.sbs.tif,experimentB/10X_c9-SBS-9/10X_c9-SBS-9_A2_Tile-545.sbs.tif,experimentB/10X_c10-SBS-10/10X_c10-SBS-10_A2_Tile-545.sbs.tif,experimentB/process/10X_A2_Tile-545.aligned.tif,experimentB/analysed/10X_A2_Tile-545.nuclei.tif,experimentB/analysed/10X_A2_Tile-545.cells.tif,experimentB/analysed/10X_A2_Tile-545.reads.csv
experimentB/10X_c0-DAPI-p65ab/10X_c0-DAPI-p65ab_A2_Tile-546.phenotype.tif,experimentB/10X_c1-SBS-1/10X_c1-SBS-1_A2_Tile-546.sbs.tif,experimentB/10X_c2-SBS-2/10X_c2-SBS-2_A2_Tile-546.sbs.tif,experimentB/10X_c3-SBS-3/10X_c3-SBS-3_A2_Tile-546.sbs.tif,experimentB/10X_c5-SBS-5/10X_c5-SBS-5_A2_Tile-546.sbs.tif,experimentB/10X_c6-SBS-6/10X_c6-SBS-6_A2_Tile-546.sbs.tif,experimentB/10X_c7-SBS-7/10X_c7-SBS-7_A2_Tile-546.sbs.tif,experimentB/10X_c8-SBS-8/10X_c8-SBS-8_A2_Tile-546.sbs.tif,experimentB/10X_c9-SBS-9/10X_c9-SBS-9_A2_Tile-546.sbs.tif,experimentB/10X_c10-SBS-10/10X_c10-SBS-10_A2_Tile-546.sbs.tif,experimentB/process/10X_A2_Tile-546.aligned.tif,experimentB/analysed/10X_A2_Tile-546.nuclei.tif,experimentB/analysed/10X_A2_Tile-546.cells.tif,experimentB/analysed/10X_A2_Tile-546.reads.csv
experimentB/10X_c0-DAPI-p65ab/10X_c0-DAPI-p65ab_A2_Tile-55.phenotype.tif,experimentB/10X_c1-SBS-1/10X_c1-SBS-1_A2_Tile-55.sbs.tif,experimentB/10X_c2-SBS-2/10X_c2-SBS-2_A2_Tile-55.sbs.tif,experimentB/10X_c3-SBS-3/10X_c3-SBS-3_A2_Tile-55.sbs.tif,experimentB/10X_c5-SBS-5/10X_c5-SBS-5_A2_Tile-55.sbs.tif,experimentB/10X_c6-SBS-6/10X_c6-SBS-6_A2_Tile-55.sbs.tif,experimentB/10X_c7-SBS-7/10X_c7-SBS-7_A2_Tile-55.sbs.tif,experimentB/10X_c8-SBS-8/10X_c8-SBS-8_A2_Tile-55.sbs.tif,experimentB/10X_c9-SBS-9/10X_c9-SBS-9_A2_Tile-55.sbs.tif,experimentB/10X_c10-SBS-10/10X_c10-SBS-10_A2_Tile-55.sbs.tif,experimentB/process/10X_A2_Tile-55.aligned.tif,experimentB/analysed/10X_A2_Tile-55.nuclei.tif,experimentB/analysed/10X_A2_Tile-55.cells.tif,experimentB/analysed/10X_A2_Tile-55.reads.csv
experimentB/10X_c0-DAPI-p65ab/10X_c0-DAPI-p65ab_A2_Tile-554.phenotype.tif,experimentB/10X_c1-SBS-1/10X_c1-SBS-1_A2_Tile-554.sbs.tif,experimentB/10X_c2-SBS-2/10X_c2-SBS-2_A2_Tile-554.sbs.tif,experimentB/10X_c3-SBS-3/10X_c3-SBS-3_A2_Tile-554.sbs.tif,experimentB/10X_c5-SBS-5/10X_c5-SBS-5_A2_Tile-554.sbs.tif,experimentB/10X_c6-SBS-6/10X_c6-SBS-6_A2_Tile-554.sbs.tif,experimentB/10X_c7-SBS-7/10X_c7-SBS-7_A2_Tile-554.sbs.tif,experimentB/10X_c8-SBS-8/10X_c8-SBS-8_A2_Tile-554.sbs.tif,experimentB/10X_c9-SBS-9/10X_c9-SBS-9_A2_Tile-554.sbs.tif,experimentB/10X_c10-SBS-10/10X_c10-SBS-10_A2_Tile-554.sbs.tif,experimentB/process/10X_A2_Tile-554.aligned.tif,experimentB/analysed/10X_A2_Tile-554.nuclei.tif,experimentB/analysed/10X_A2_Tile-554.cells.tif,experimentB/analysed/10X_A2_Tile-554.reads.csv
experimentB/10X_c0-DAPI-p65ab/10X_c0-DAPI-p65ab_A2_Tile-555.phenotype.tif,experimentB/10X_c1-SBS-1/10X_c1-SBS-1_A2_Tile-555.sbs.tif,experimentB/10X_c2-SBS-2/10X_c2-SBS-2_A2_Tile-555.sbs.tif,experimentB/10X_c3-SBS-3/10X_c3-SBS-3_A2_Tile-555.sbs.tif,experimentB/10X_c5-SBS-5/10X_c5-SBS-5_A2_Tile-555.sbs.tif,experimentB/10X_c6-SBS-6/10X_c6-SBS-6_A2_Tile-555.sbs.tif,experimentB/10X_c7-SBS-7/10X_c7-SBS-7_A2_Tile-555.sbs.tif,experimentB/10X_c8-SBS-8/10X_c8-SBS-8_A2_Tile-555.sbs.tif,experimentB/10X_c9-SBS-9/10X_c9-SBS-9_A2_Tile-555.sbs.tif,experimentB/10X_c10-SBS-10/10X_c10-SBS-10_A2_Tile-555.sbs.tif,experimentB/process/10X_A2_Tile-555.aligned.tif,experimentB/analysed/10X_A2_Tile-555.nuclei.tif,experimentB/analysed/10X_A2_Tile-555.cells.tif,experimentB/analysed/10X_A2_Tile-555.reads.csv
experimentB/10X_c0-DAPI-p65ab/10X_c0-DAPI-p65ab_A2_Tile-556.phenotype.tif,experimentB/10X_c1-SBS-1/10X_c1-SBS-1_A2_Tile-556.sbs.tif,experimentB/10X_c2-SBS-2/10X_c2-SBS-2_A2_Tile-556.sbs.tif,experimentB/10X_c3-SBS-3/10X_c3-SBS-3_A2_Tile-556.sbs.tif,experimentB/10X_c5-SBS-5/10X_c5-SBS-5_A2_Tile-556.sbs.tif,experimentB/10X_c6-SBS-6/10X_c6-SBS-6_A2_Tile-556.sbs.tif,experimentB/10X_c7-SBS-7/10X_c7-SBS-7_A2_Tile-556.sbs.tif,experimentB/10X_c8-SBS-8/10X_c8-SBS-8_A2_Tile-556.sbs.tif,experimentB/10X_c9-SBS-9/10X_c9-SBS-9_A2_Tile-556.sbs.tif,experimentB/10X_c10-SBS-10/10X_c10-SBS-10_A2_Tile-556.sbs.tif,experimentB/process/10X_A2_Tile-556.aligned.tif,experimentB/analysed/10X_A2_Tile-556.nuclei.tif,experimentB/analysed/10X_A2_Tile-556.cells.tif,experimentB/analysed/10X_A2_Tile-556.reads.csv
experimentB/10X_c0-DAPI-p65ab/10X_c0-DAPI-p65ab_A2_Tile-557.phenotype.tif,experimentB/10X_c1-SBS-1/10X_c1-SBS-1_A2_Tile-557.sbs.tif,experimentB/10X_c2-SBS-2/10X_c2-SBS-2_A2_Tile-557.sbs.tif,experimentB/10X_c3-SBS-3/10X_c3-SBS-3_A2_Tile-557.sbs.tif,experimentB/10X_c5-SBS-5/10X_c5-SBS-5_A2_Tile-557.sbs.tif,experimentB/10X_c6-SBS-6/10X_c6-SBS-6_A2_Tile-557.sbs.tif,experimentB/10X_c7-SBS-7/10X_c7-SBS-7_A2_Tile-557.sbs.tif,experimentB/10X_c8-SBS-8/10X_c8-SBS-8_A2_Tile-557.sbs.tif,experimentB/10X_c9-SBS-9/10X_c9-SBS-9_A2_Tile-557.sbs.tif,experimentB/10X_c10-SBS-10/10X_c10-SBS-10_A2_Tile-557.sbs.tif,experimentB/process/10X_A2_Tile-557.aligned.tif,experimentB/analysed/10X_A2_Tile-557.nuclei.tif,experimentB/analysed/10X_A2_Tile-557.cells.tif,experimentB/analysed/10X_A2_Tile-557.reads.csv
experimentB/10X_c0-DAPI-p65ab/10X_c0-DAPI-p65ab_A2_Tile-558.phenotype.tif,experimentB/10X_c1-SBS-1/10X_c1-SBS-1_A2_Tile-558.sbs.tif,experimentB/10X_c2-SBS-2/10X_c2-SBS-2_A2_Tile-558.sbs.tif,experimentB/10X_c3-SBS-3/10X_c3-SBS-3_A2_Tile-558.sbs.tif,experimentB/10X_c5-SBS-5/10X_c5-SBS-5_A2_Tile-558.sbs.tif,experimentB/10X_c6-SBS-6/10X_c6-SBS-6_A2_Tile-558.sbs.tif,experimentB/10X_c7-SBS-7/10X_c7-SBS-7_A2_Tile-558.sbs.tif,experimentB/10X_c8-SBS-8/10X_c8-SBS-8_A2_Tile-558.sbs.tif,experimentB/10X_c9-SBS-9/10X_c9-SBS-9_A2_Tile-558.sbs.tif,experimentB/10X_c10-SBS-10/10X_c10-SBS-10_A2_Tile-558.sbs.tif,experimentB/process/10X_A2_Tile-558.aligned.tif,experimentB/analysed/10X_A2_Tile-558.nuclei.tif,experimentB/analysed/10X_A2_Tile-558.cells.tif,experimentB/analysed/10X_A2_Tile-558.reads.csv
experimentB/10X_c0-DAPI-p65ab/10X_c0-DAPI-p65ab_A2_Tile-559.phenotype.tif,experimentB/10X_c1-SBS-1/10X_c1-SBS-1_A2_Tile-559.sbs.tif,experimentB/10X_c2-SBS-2/10X_c2-SBS-2_A2_Tile-559.sbs.tif,experimentB/10X_c3-SBS-3/10X_c3-SBS-3_A2_Tile-559.sbs.tif,experimentB/10X_c5-SBS-5/10X_c5-SBS-5_A2_Tile-559.sbs.tif,experimentB/10X_c6-SBS-6/10X_c6-SBS-6_A2_Tile-559.sbs.tif,experimentB/10X_c7-SBS-7/10X_c7-SBS-7_A2_Tile-559.sbs.tif,experimentB/10X_c8-SBS-8/10X_c8-SBS-8_A2_Tile-559.sbs.tif,experimentB/10X_c9-SBS-9/10X_c9-SBS-9_A2_Tile-559.sbs.tif,experimentB/10X_c10-SBS-10/10X_c10-SBS-10_A2_Tile-559.sbs.tif,experimentB/process/10X_A2_Tile-559.aligned.tif,experimentB/analysed/10X_A2_Tile-559.nuclei.tif,experimentB/analysed/10X_A2_Tile-559.cells.tif,experimentB/analysed/10X_A2_Tile-559.reads.csv
experimentB/10X_c0-DAPI-p65ab/10X_c0-DAPI-p65ab_A2_Tile-56.phenotype.tif,experimentB/10X_c1-SBS-1/10X_c1-SBS-1_A2_Tile-56.sbs.tif,experimentB/10X_c2-SBS-2/10X_c2-SBS-2_A2_Tile-56.sbs.tif,experimentB/10X_c3-SBS-3/10X_c3-SBS-3_A2_Tile-56.sbs.tif,experimentB/10X_c5-SBS-5/10X_c5-SBS-5_A2_Tile-56.sbs.tif,experimentB/10X_c6-SBS-6/10X_c6-SBS-6_A2_Tile-56.sbs.tif,experimentB/10X_c7-SBS-7/10X_c7-SBS-7_A2_Tile-56.sbs.tif,experimentB/10X_c8-SBS-8/10X_c8-SBS-8_A2_Tile-56.sbs.tif,experimentB/10X_c9-SBS-9/10X_c9-SBS-9_A2_Tile-56.sbs.tif,experimentB/10X_c10-SBS-10/10X_c10-SBS-10_A2_Tile-56.sbs.tif,experimentB/process/10X_A2_Tile-56.aligned.tif,experimentB/analysed/10X_A2_Tile-56.nuclei.tif,experimentB/analysed/10X_A2_Tile-56.cells.tif,experimentB/analysed/10X_A2_Tile-56.reads.csv
experimentB/10X_c0-DAPI-p65ab/10X_c0-DAPI-p65ab_A2_Tile-560.phenotype.tif,experimentB/10X_c1-SBS-1/10X_c1-SBS-1_A2_Tile-560.sbs.tif,experimentB/10X_c2-SBS-2/10X_c2-SBS-2_A2_Tile-560.sbs.tif,experimentB/10X_c3-SBS-3/10X_c3-SBS-3_A2_Tile-560.sbs.tif,experimentB/10X_c5-SBS-5/10X_c5-SBS-5_A2_Tile-560.sbs.tif,experimentB/10X_c6-SBS-6/10X_c6-SBS-6_A2_Tile-560.sbs.tif,experimentB/10X_c7-SBS-7/10X_c7-SBS-7_A2_Tile-560.sbs.tif,experimentB/10X_c8-SBS-8/10X_c8-SBS-8_A2_Tile-560.sbs.tif,experimentB/10X_c9-SBS-9/10X_c9-SBS-9_A2_Tile-560.sbs.tif,experimentB/10X_c10-SBS-10/10X_c10-SBS-10_A2_Tile-560.sbs.tif,experimentB/process/10X_A2_Tile-560.aligned.tif,experimentB/analysed/10X_A2_Tile-560.nuclei.tif,experimentB/analysed/10X_A2_Tile-560.cells.tif,experimentB/analysed/10X_A2_Tile-560.reads.csv
experimentB/10X_c0-DAPI-p65ab/10X_c0-DAPI-p65ab_A2_Tile-561.phenotype.tif,experimentB/10X_c1-SBS-1/10X_c1-SBS-1_A2_Tile-561.sbs.tif,experimentB/10X_c2-SBS-2/10X_c2-SBS-2_A2_Tile-561.sbs.tif,experimentB/10X_c3-SBS-3/10X_c3-SBS-3_A2_Tile-561.sbs.tif,experimentB/10X_c5-SBS-5/10X_c5-SBS-5_A2_Tile-561.sbs.tif,experimentB/10X_c6-SBS-6/10X_c6-SBS-6_A2_Tile-561.sbs.tif,experimentB/10X_c7-SBS-7/10X_c7-SBS-7_A2_Tile-561.sbs.tif,experimentB/10X_c8-SBS-8/10X_c8-SBS-8_A2_Tile-561.sbs.tif,experimentB/10X_c9-SBS-9/10X_c9-SBS-9_A2_Tile-561.sbs.tif,experimentB/10X_c10-SBS-10/10X_c10-SBS-10_A2_Tile-561.sbs.tif,experimentB/process/10X_A2_Tile-561.aligned.tif,experimentB/analysed/10X_A2_Tile-561.nuclei.tif,experimentB/analysed/10X_A2_Tile-561.cells.tif,experimentB/analysed/10X_A2_Tile-561.reads.csv
experimentB/10X_c0-DAPI-p65ab/10X_c0-DAPI-p65ab_A2_Tile-562.phenotype.tif,experimentB/10X_c1-SBS-1/10X_c1-SBS-1_A2_Tile-562.sbs.tif,experimentB/10X_c2-SBS-2/10X_c2-SBS-2_A2_Tile-562.sbs.tif,experimentB/10X_c3-SBS-3/10X_c3-SBS-3_A2_Tile-562.sbs.tif,experimentB/10X_c5-SBS-5/10X_c5-SBS-5_A2_Tile-562.sbs.tif,experimentB/10X_c6-SBS-6/10X_c6-SBS-6_A2_Tile-562.sbs.tif,experimentB/10X_c7-SBS-7/10X_c7-SBS-7_A2_Tile-562.sbs.tif,experimentB/10X_c8-SBS-8/10X_c8-SBS-8_A2_Tile-562.sbs.tif,experimentB/10X_c9-SBS-9/10X_c9-SBS-9_A2_Tile-562.sbs.tif,experimentB/10X_c10-SBS-10/10X_c10-SBS-10_A2_Tile-562.sbs.tif,experimentB/process/10X_A2_Tile-562.aligned.tif,experimentB/analysed/10X_A2_Tile-562.nuclei.tif,experimentB/analysed/10X_A2_Tile-562.cells.tif,experimentB/analysed/10X_A2_Tile-562.reads.csv
experimentB/10X_c0-DAPI-p65ab/10X_c0-DAPI-p65ab_A2_Tile-563.phenotype.tif,experimentB/10X_c1-SBS-1/10X_c1-SBS-1_A2_Tile-563.sbs.tif,experimentB/10X_c2-SBS-2/10X_c2-SBS-2_A2_Tile-563.sbs.tif,experimentB/10X_c3-SBS-3/10X_c3-SBS-3_A2_Tile-563.sbs.tif,experimentB/10X_c5-SBS-5/10X_c5-SBS-5_A2_Tile-563.sbs.tif,experimentB/10X_c6-SBS-6/10X_c6-SBS-6_A2_Tile-563.sbs.tif,experimentB/10X_c7-SBS-7/10X_c7-SBS-7_A2_Tile-563.sbs.tif,experimentB/10X_c8-SBS-8/10X_c8-SBS-8_A2_Tile-563.sbs.tif,experimentB/10X_c9-SBS-9/10X_c9-SBS-9_A2_Tile-563.sbs.tif,experimentB/10X_c10-SBS-10/10X_c10-SBS-10_A2_Tile-563.sbs.tif,experimentB/process/10X_A2_Tile-563.aligned.tif,experimentB/analysed/10X_A2_Tile-563.nuclei.tif,experimentB/analysed/10X_A2_Tile-563.cells.tif,experimentB/analysed/10X_A2_Tile-563.reads.csv
