Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Comment [Cell Line],Source Name,Experimental Condition [Stimulation],Cycle Number,Tile Position,Comment [Image File Path],Comment [Image File Type],Processed Data File,Protocol REF,Channels
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-0.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"77160.0, -5160.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-1.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"78440.0, -5160.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-10.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"81000.0, -6440.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-11.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"82280.0, -6440.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-12.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"83560.0, -6440.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-13.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"84840.0, -6440.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-14.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"77160.0, -7720.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-15.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"78440.0, -7720.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-16.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"79720.0, -7720.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-17.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"81000.0, -7720.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-18.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"82280.0, -7720.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-19.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"83560.0, -7720.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-2.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"79720.0, -5160.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-20.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"84840.0, -7720.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-21.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"77160.0, -9000.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-22.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"78440.0, -9000.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-23.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"79720.0, -9000.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-24.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"81000.0, -9000.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-25.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"82280.0, -9000.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-26.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"83560.0, -9000.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-27.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"84840.0, -9000.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-28.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"77160.0, -10280.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-29.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"78440.0, -10280.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-3.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"81000.0, -5160.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-30.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"79720.0, -10280.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-31.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"81000.0, -10280.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-32.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"82280.0, -10280.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-33.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"83560.0, -10280.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-34.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"84840.0, -10280.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-35.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"77160.0, -11560.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-36.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"78440.0, -11560.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-37.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"79720.0, -11560.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-38.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"81000.0, -11560.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-39.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"82280.0, -11560.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-4.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"82280.0, -5160.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-40.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"83560.0, -11560.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-41.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"84840.0, -11560.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-42.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"77160.0, -12840.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-43.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"78440.0, -12840.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-44.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"79720.0, -12840.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-45.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"81000.0, -12840.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-46.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"82280.0, -12840.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-47.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"83560.0, -12840.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-48.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"84840.0, -12840.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-5.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"83560.0, -5160.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-6.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"84840.0, -5160.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-7.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"77160.0, -6440.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-8.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"78440.0, -6440.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B10_Tile-9.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"79720.0, -6440.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B11_Tile-0.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"86160.0, -5160.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B11_Tile-1.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"87440.0, -5160.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B11_Tile-10.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"90000.0, -6440.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
"HeLa TetR-Cas9, Fig2, 12 cycles SBS",10X_c12-SBS-12_B11_Tile-11.sbs.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001086,HeLa TetR-Cas9,HeLa TetR-Cas9 FR-1k,none,0,"91280.0, -6440.0",experimentE/10X_c12-SBS-12/,raw,experimentA/analysed/10X_A1_Tile-10.aligned.tif,feldman4/OpticalPooledScreens:e7b968898aaf9ce7a51bc0937d432bd1a096f990,DAPI:Cy3:A594:Cy5:Cy7
